H
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.17857142857142858
0.5357142857142857
3.642857142857143
9.5
18.714285714285715
31.285714285714285
44.035714285714285
56.964285714285715
71.10714285714286
86.46428571428571
103.0
120.71428571428571
138.89285714285714
157.53571428571428
177.32142857142858
198.25
223.03571428571428
251.67857142857142
283.42857142857144
318.2857142857143
354.85714285714283
393.14285714285717
433.5357142857143
476.0357142857143
517.6785714285714
558.4642857142857
599.1428571428571
639.7142857142857
683.6428571428571
730.9285714285714
773.0
809.8571428571429
843.8214285714286
874.8928571428571
905.6071428571429
935.9642857142857
969.8928571428571
1007.3928571428571
1045.0357142857142
1082.8214285714287
1121.0357142857142
1159.6785714285713
1204.5
1255.5
1306.0714285714287
1356.2142857142858
1410.3214285714287
1468.392857142857
1526.142857142857
1583.5714285714287
1635.4642857142858
1681.8214285714287
1729.9285714285713
1779.7857142857142
1830.892857142857
1883.25
1925.892857142857
1958.8214285714287
1993.7142857142858
2030.5714285714287
2059.6785714285716
2081.035714285714
2104.9285714285716
2131.3571428571427
2155.3928571428573
2177.035714285714
2195.3571428571427
2210.3571428571427
2225.714285714286
2241.4285714285716
2258.535714285714
2277.035714285714
2286.6428571428573
2287.3571428571427
2288.8214285714284
2291.035714285714
2289.3571428571427
2283.785714285714
2278.1785714285716
2272.535714285714
2267.285714285714
2262.4285714285716
2256.75
2250.25
2243.1428571428573
2235.4285714285716
2234.035714285714
2238.964285714286
2239.5714285714284
2235.8571428571427
2232.3928571428573
2229.1785714285716
2225.1785714285716
2220.3928571428573
2215.3928571428573
2210.1785714285716
2204.5
2198.3571428571427
2192.1785714285716
2185.964285714286
2180.6071428571427
2176.1071428571427
2173.5
2172.785714285714
2169.6428571428573
2164.0714285714284
2158.8214285714284
2153.8928571428573
2148.0714285714284
2141.3571428571427
2132.3928571428573
2121.1785714285716
2109.214285714286
2096.5
2081.1428571428573
2063.1428571428573
2045.107142857143
2027.0357142857142
2011.857142857143
1999.5714285714287
1985.5714285714287
1969.857142857143
1953.3214285714287
1935.9642857142858
1920.0357142857142
1905.5357142857142
1891.3214285714287
1877.392857142857
1863.8214285714287
